type,lease_type,negotiable,furnishing,parking,property_size,property_age,bathroom,facing,cup_board,floor,total_floor,water_supply,building_type,balconies,AC,CLUB,CPA,FS,GP,GYM,HK,INTERCOM,INTERNET,LIFT,PARK,PB,POOL,RWH,SC,SECURITY,SERVANT,STP,VP,deposit,rent
RK1,ANYONE,1,FULLY_FURNISHED,BOTH,350,1,1,E,1,1,4,CORP_BORE,AP,1,1,0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,50000,20000
BHK2,FAMILY,1,SEMI_FURNISHED,BOTH,650,2,2,W,2,2,4,CORP_BORE,IF,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,75000,15000
BHK2,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,800,2,2,E,2,4,4,CORP_BORE,AP,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,160000,20000
BHK2,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,800,5,1,E,2,2,2,CORP_BORE,IF,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,110000,11000
BHK2,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,800,2,2,E,2,2,3,CORP_BORE,IF,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,50000,14000
RK1,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,600,4,1,N,2,3,3,CORP_BORE,IF,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,75000,8000
BHK1,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,400,0,1,N,1,2,4,BOREWELL,IF,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,40000,11500
BHK2,ANYONE,1,SEMI_FURNISHED,BOTH,1200,20,2,E,2,1,4,CORP_BORE,AP,2,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,300000,30000
BHK2,ANYONE,1,FULLY_FURNISHED,BOTH,1000,3,2,E,2,1,4,CORP_BORE,IF,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,100000,26000
BHK2,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,1100,8,2,N,2,1,2,CORPORATION,IF,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,150000,15000
BHK2,ANYONE,0,SEMI_FURNISHED,BOTH,1100,3,2,E,2,1,4,CORPORATION,AP,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,70000,18000
BHK3,ANYONE,1,SEMI_FURNISHED,BOTH,1627,8,2,N,3,2,4,BOREWELL,AP,2,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,1,150000,27000
BHK2,FAMILY,1,SEMI_FURNISHED,NONE,1100,4,2,NE,4,2,2,CORP_BORE,IH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125000,14000
BHK2,FAMILY,1,SEMI_FURNISHED,NONE,600,1,1,N,2,1,2,CORP_BORE,IF,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,180000,16000
RK1,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,250,2,1,N,1,3,3,CORPORATION,IF,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,30000,8500
BHK2,FAMILY,0,SEMI_FURNISHED,BOTH,1050,1,2,W,1,12,12,BOREWELL,AP,2,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,150000,25000
BHK3,FAMILY,1,FULLY_FURNISHED,BOTH,13000,5,2,N,3,1,3,BOREWELL,AP,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,170000,17000
BHK2,FAMILY,1,SEMI_FURNISHED,BOTH,1060,7,2,E,2,2,2,CORPORATION,IF,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,150000,23000
BHK1,FAMILY,0,SEMI_FURNISHED,TWO_WHEELER,700,5,1,N,1,0,2,CORP_BORE,IH,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,110000,11000
BHK2,FAMILY,1,SEMI_FURNISHED,BOTH,1000,0,2,W,2,3,6,CORP_BORE,AP,2,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,120000,17000
BHK2,BACHELOR,1,NOT_FURNISHED,TWO_WHEELER,900,0,2,E,0,2,2,CORP_BORE,IF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000,9000
BHK2,FAMILY,1,SEMI_FURNISHED,BOTH,1316,2,2,E,2,1,4,CORP_BORE,AP,2,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,1,150000,24000
BHK2,ANYONE,1,SEMI_FURNISHED,FOUR_WHEELER,1120,10,2,W,4,3,3,CORP_BORE,AP,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,150000,22000
BHK3,FAMILY,1,SEMI_FURNISHED,BOTH,1100,15,3,W,3,0,1,CORPORATION,IF,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,200000,21000
BHK2,ANYONE,1,SEMI_FURNISHED,BOTH,1012,0,2,E,0,4,21,CORP_BORE,AP,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,100000,23000
BHK2,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,500,10,1,N,2,0,2,CORPORATION,IF,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,120000,12000
BHK2,ANYONE,1,SEMI_FURNISHED,BOTH,1200,6,2,W,2,2,3,CORP_BORE,AP,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,200000,19500
BHK3,ANYONE,1,SEMI_FURNISHED,BOTH,1200,7,5,E,6,0,1,CORPORATION,IH,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,200000,42000
BHK2,FAMILY,1,SEMI_FURNISHED,BOTH,1333,8,2,N,2,7,13,CORP_BORE,AP,2,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,200000,25000
BHK2,FAMILY,1,SEMI_FURNISHED,BOTH,900,12,2,N,2,3,4,CORP_BORE,AP,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,108000,18000
BHK2,FAMILY,0,SEMI_FURNISHED,TWO_WHEELER,650,4,2,E,2,0,3,CORPORATION,IF,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,100000,10000
BHK1,ANYONE,1,SEMI_FURNISHED,FOUR_WHEELER,500,10,1,S,1,2,3,CORP_BORE,IH,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,40000,9000
BHK2,FAMILY,1,NOT_FURNISHED,FOUR_WHEELER,900,10,2,N,0,1,3,CORPORATION,IF,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,120000,13500
BHK2,FAMILY,1,SEMI_FURNISHED,BOTH,800,5,1,E,2,0,1,CORPORATION,IH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130000,13000
BHK3,ANYONE,1,SEMI_FURNISHED,BOTH,1320,0,2,W,3,3,5,CORP_BORE,AP,1,0,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,300000,30000
BHK2,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,900,7,1,N,2,1,2,CORP_BORE,IF,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,60000,10500
BHK2,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,900,20,1,E,2,0,1,CORP_BORE,IF,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,100000,11000
BHK3,FAMILY,1,SEMI_FURNISHED,BOTH,1494,14,2,E,2,1,1,CORPORATION,IH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270000,27000
BHK2,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,650,6,2,E,2,2,2,CORP_BORE,IF,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,135000,13500
BHK2,ANYONE,1,SEMI_FURNISHED,BOTH,1110,0,2,W,1,1,4,BOREWELL,AP,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,100000,18000
BHK2,ANYONE,1,SEMI_FURNISHED,BOTH,1200,0,2,NE,2,0,1,CORP_BORE,IF,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,180000,18000
BHK2,FAMILY,1,FULLY_FURNISHED,BOTH,1209,0,2,N,4,4,4,CORP_BORE,AP,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,200000,15000
BHK3,FAMILY,0,SEMI_FURNISHED,BOTH,1600,0,2,E,3,1,6,CORP_BORE,AP,3,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,200000,40000
BHK3,ANYONE,1,SEMI_FURNISHED,BOTH,3000,5,4,E,3,0,1,BOREWELL,IH,3,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,300000,35000
BHK2,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,600,6,2,N,2,1,2,CORP_BORE,IF,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,120000,12000
BHK2,ANYONE,1,SEMI_FURNISHED,BOTH,950,0,2,NE,2,3,3,CORP_BORE,AP,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,150000,15000
BHK2,FAMILY,0,SEMI_FURNISHED,BOTH,1200,13,2,N,2,4,4,CORPORATION,AP,2,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,100000,20000
BHK3,FAMILY,1,FULLY_FURNISHED,BOTH,2100,1,3,N,3,0,3,CORPORATION,IH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,400000,40000
BHK1,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,600,5,1,NE,1,0,2,CORPORATION,IF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000,11000
BHK2,FAMILY,1,SEMI_FURNISHED,BOTH,1205,0,2,N,2,1,4,CORPORATION,AP,2,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,200000,20000
BHK1,FAMILY,0,SEMI_FURNISHED,TWO_WHEELER,300,5,1,N,1,3,3,CORPORATION,IF,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,50000,9000
BHK2,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,600,5,2,N,2,1,4,CORP_BORE,IH,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,60000,15000
BHK2,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,950,0,2,N,2,1,3,CORP_BORE,IF,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,75000,18000
BHK1,ANYONE,1,FULLY_FURNISHED,TWO_WHEELER,570,8,1,S,2,0,1,CORPORATION,IF,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,100000,17000
BHK2,FAMILY,0,SEMI_FURNISHED,BOTH,1130,0,2,E,2,4,5,BOREWELL,AP,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,100000,16000
BHK2,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,800,1,2,E,2,3,4,CORP_BORE,IF,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,130000,13000
BHK4,FAMILY,0,SEMI_FURNISHED,BOTH,2000,5,4,E,4,1,1,CORPORATION,IF,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,400000,48000
BHK2,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,600,8,1,E,2,0,1,CORPORATION,IF,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,80000,8000
BHK2,ANYONE,1,SEMI_FURNISHED,BOTH,1100,3,2,E,5,3,3,BOREWELL,IF,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,200000,20000
BHK3,FAMILY,1,SEMI_FURNISHED,BOTH,1805,0,3,E,3,4,14,BOREWELL,AP,2,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,200000,32000
BHK3,ANYONE,0,SEMI_FURNISHED,BOTH,2072,1,3,E,3,7,20,CORPORATION,AP,3,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,380000,38000
BHK2,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,1000,2,1,E,2,4,4,CORP_BORE,AP,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,100000,15500
BHK2,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,600,4,2,E,1,1,2,CORPORATION,IF,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,100000,17000
BHK3,FAMILY,1,SEMI_FURNISHED,BOTH,1700,0,3,W,3,4,11,CORP_BORE,AP,3,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,200000,27000
BHK2,FAMILY,1,SEMI_FURNISHED,BOTH,650,3,2,E,0,2,2,CORP_BORE,AP,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,150000,17000
BHK3,FAMILY,0,SEMI_FURNISHED,TWO_WHEELER,1200,25,2,N,3,0,2,CORPORATION,IF,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,300000,30000
BHK2,ANYONE,1,SEMI_FURNISHED,BOTH,1200,5,2,N,2,3,4,CORP_BORE,AP,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,200000,20000
BHK2,FAMILY,0,NOT_FURNISHED,BOTH,1050,5,2,W,0,3,4,CORP_BORE,AP,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,20000
BHK3,FAMILY,0,SEMI_FURNISHED,BOTH,1704,0,3,NW,3,12,19,CORP_BORE,AP,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,250000,30000
BHK2,FAMILY,1,SEMI_FURNISHED,BOTH,1000,10,2,E,2,2,2,CORP_BORE,IF,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,180000,18000
BHK2,ANYONE,0,SEMI_FURNISHED,BOTH,1300,8,2,E,6,2,4,CORP_BORE,AP,2,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,200000,22000
BHK2,ANYONE,1,FULLY_FURNISHED,BOTH,1140,2,2,W,2,1,4,CORP_BORE,AP,2,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,85000,27000
BHK1,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,800,10,1,N,1,1,4,CORP_BORE,IF,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100000,8000
BHK3,ANYONE,1,SEMI_FURNISHED,BOTH,1500,10,2,E,3,0,0,CORP_BORE,IH,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,230000,23000
BHK2,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,1000,11,2,W,2,1,2,CORPORATION,IF,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,220000,22000
BHK3,FAMILY,1,SEMI_FURNISHED,FOUR_WHEELER,1320,0,2,E,3,12,15,CORP_BORE,AP,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,300000,37000
BHK2,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,1200,5,2,E,2,1,2,CORPORATION,IF,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,160000,16000
BHK2,ANYONE,0,SEMI_FURNISHED,FOUR_WHEELER,1000,15,2,S,2,1,4,CORPORATION,AP,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,150000,15000
BHK2,FAMILY,1,SEMI_FURNISHED,FOUR_WHEELER,1100,7,2,N,4,1,1,CORP_BORE,IF,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,180000,28000
BHK2,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,750,10,1,E,2,1,2,CORP_BORE,IF,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,150000,15000
BHK2,ANYONE,0,SEMI_FURNISHED,BOTH,1000,15,2,N,2,0,2,CORP_BORE,IF,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,160000,16000
BHK3,FAMILY,1,SEMI_FURNISHED,BOTH,1450,1,3,N,4,10,10,BOREWELL,AP,3,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,180000,23000
BHK2,FAMILY,1,SEMI_FURNISHED,BOTH,800,20,1,W,0,1,1,CORPORATION,IF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,100000,14500
BHK2,FAMILY,1,SEMI_FURNISHED,BOTH,1070,3,2,N,2,1,4,CORP_BORE,AP,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,150000,21000
BHK2,FAMILY,1,NOT_FURNISHED,NONE,600,5,1,E,0,0,1,CORP_BORE,IF,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,120000,12000
BHK2,FAMILY,1,SEMI_FURNISHED,BOTH,1300,1,2,N,2,4,4,BOREWELL,AP,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,220000,29000
BHK2,ANYONE,0,NOT_FURNISHED,TWO_WHEELER,650,1,1,E,0,1,3,BOREWELL,IF,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,40000,12500
BHK2,FAMILY,0,SEMI_FURNISHED,TWO_WHEELER,750,7,2,E,2,1,1,CORP_BORE,IF,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,130000,13000
BHK2,ANYONE,1,SEMI_FURNISHED,BOTH,1300,0,2,N,2,0,5,CORP_BORE,AP,2,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,150000,24000
BHK3,FAMILY,1,SEMI_FURNISHED,BOTH,1880,10,3,E,3,2,3,CORP_BORE,AP,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,350000,35000
BHK1,ANYONE,0,SEMI_FURNISHED,BOTH,600,3,1,N,1,0,3,CORPORATION,IH,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,70000,14000
BHK1,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,500,10,1,N,1,0,3,CORP_BORE,IF,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,50000,10000
BHK1,ANYONE,0,SEMI_FURNISHED,FOUR_WHEELER,550,15,1,N,2,1,1,CORPORATION,IH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,50000,10000
BHK2,FAMILY,1,SEMI_FURNISHED,FOUR_WHEELER,1000,2,2,E,2,3,3,CORPORATION,AP,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,100000,10000
BHK3,ANYONE,1,SEMI_FURNISHED,BOTH,1590,0,3,E,6,13,17,CORP_BORE,AP,3,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,250000,28000
BHK1,ANYONE,0,SEMI_FURNISHED,NONE,450,6,1,E,0,0,2,CORPORATION,IF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,11000
BHK1,ANYONE,1,NOT_FURNISHED,TWO_WHEELER,400,10,1,N,0,0,2,CORPORATION,IF,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,60000,8000
BHK1,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,900,10,2,N,1,2,2,CORPORATION,IF,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,160000,16000
BHK2,ANYONE,1,SEMI_FURNISHED,FOUR_WHEELER,600,3,2,N,2,5,5,CORP_BORE,IH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,50000,17000
BHK3,ANYONE,1,SEMI_FURNISHED,BOTH,1344,10,2,E,6,3,4,CORPORATION,AP,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,150000,25000
BHK2,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,850,10,2,E,2,0,3,CORPORATION,IH,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000,14000
BHK1,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,400,3,1,E,2,0,3,CORP_BORE,IF,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,50000,8000
BHK2,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,1000,5,1,N,2,1,2,CORP_BORE,IF,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,100000,17000
BHK2,FAMILY,0,SEMI_FURNISHED,FOUR_WHEELER,1090,2,2,N,2,2,4,CORP_BORE,AP,2,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,180000,18000
BHK1,FAMILY,0,SEMI_FURNISHED,BOTH,650,1,1,W,1,0,3,CORPORATION,IF,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,90000,18000
BHK3,ANYONE,1,FULLY_FURNISHED,BOTH,1500,2,3,N,3,1,2,CORPORATION,IF,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,150000,22000
BHK2,FAMILY,0,SEMI_FURNISHED,TWO_WHEELER,800,20,2,E,2,2,3,CORPORATION,IF,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,230000,23000
BHK2,FAMILY,1,SEMI_FURNISHED,BOTH,1150,8,2,W,4,4,5,CORP_BORE,AP,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,150000,20000
BHK1,ANYONE,0,SEMI_FURNISHED,BOTH,700,8,1,S,1,1,3,CORP_BORE,IF,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,50000,11000
BHK2,ANYONE,0,SEMI_FURNISHED,NONE,550,0,1,E,1,0,3,BOREWELL,IF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45000,9500
BHK2,FAMILY,1,SEMI_FURNISHED,BOTH,600,15,2,W,2,0,1,CORPORATION,IH,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,150000,15000
BHK3,ANYONE,0,SEMI_FURNISHED,BOTH,1600,8,3,E,4,3,3,CORP_BORE,AP,2,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,200000,28000
BHK3,ANYONE,1,SEMI_FURNISHED,BOTH,1500,10,3,W,3,1,2,BOREWELL,AP,2,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,200000,20000
BHK3,FAMILY,1,SEMI_FURNISHED,BOTH,1666,6,2,W,8,2,7,CORP_BORE,AP,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,150000,36000
BHK1,ANYONE,0,SEMI_FURNISHED,NONE,500,7,2,E,1,2,3,CORP_BORE,IF,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,50000,11000
BHK2,ANYONE,0,SEMI_FURNISHED,BOTH,1275,8,2,W,2,2,5,CORP_BORE,AP,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,130000,20000
BHK3,ANYONE,1,SEMI_FURNISHED,BOTH,1200,10,2,E,2,2,6,CORPORATION,AP,2,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,287000,28700
BHK2,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,950,10,1,N,4,2,2,CORPORATION,IH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000,21000
BHK1,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,900,7,1,E,1,2,2,CORP_BORE,IF,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,40000,8000
BHK2,FAMILY,1,SEMI_FURNISHED,BOTH,1000,0,2,E,4,10,13,BOREWELL,AP,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,180000,18000
BHK2,ANYONE,1,SEMI_FURNISHED,BOTH,1400,12,2,S,3,0,0,CORP_BORE,IH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,150000,25000
BHK2,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,1200,10,2,NE,2,0,3,CORPORATION,IF,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,150000,24000
BHK4,FAMILY,1,SEMI_FURNISHED,BOTH,3000,5,4,N,4,0,2,CORP_BORE,IH,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,250001,25000
BHK2,FAMILY,0,SEMI_FURNISHED,TWO_WHEELER,800,0,1,S,2,2,3,CORPORATION,IF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120000,12000
BHK3,ANYONE,1,SEMI_FURNISHED,FOUR_WHEELER,1360,10,2,W,6,1,5,CORP_BORE,AP,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,200000,28500
BHK1,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,450,10,1,E,0,2,2,CORPORATION,AP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,14500
BHK2,FAMILY,1,SEMI_FURNISHED,FOUR_WHEELER,1100,10,2,S,4,3,4,CORP_BORE,AP,1,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,1,150000,27500
BHK2,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,1100,10,2,E,0,0,3,CORP_BORE,IF,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,220000,22000
BHK2,FAMILY,0,SEMI_FURNISHED,BOTH,750,0,2,N,2,2,3,CORP_BORE,IF,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,55000,12999
BHK2,ANYONE,1,SEMI_FURNISHED,BOTH,1350,0,2,N,3,6,14,CORP_BORE,AP,2,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,200000,30000
BHK2,ANYONE,1,SEMI_FURNISHED,BOTH,1250,4,2,W,4,5,5,CORP_BORE,AP,2,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,100000,21000
BHK2,FAMILY,1,SEMI_FURNISHED,FOUR_WHEELER,900,3,2,S,2,2,2,CORP_BORE,AP,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,30000,10500
BHK2,FAMILY,1,SEMI_FURNISHED,BOTH,930,5,2,N,2,1,4,CORP_BORE,AP,2,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,100000,18000
BHK3,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,1200,9,3,N,3,2,3,CORP_BORE,IF,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,170000,20000
